Obs,State,Date,Total Deposits,Total Assets
1138,West Virginia,09/30/2019,20450.0,26918.0
1139,West Virginia,09/30/2020,25851.0,32537.0
1140,West Virginia,09/30/2021,28177.0,33713.0
1141,West Virginia,09/30/2022,29438.0,34741.0
1142,West Virginia,09/30/2023,30282.0,36947.0
1143,West Virginia,09/30/2024,27408.0,33639.0
1144,West Virginia,12/31/2019,22911.0,30105.0
1145,West Virginia,12/31/2020,26692.0,32818.0
1146,West Virginia,12/31/2021,28606.0,34126.0
1147,West Virginia,12/31/2022,29067.0,35103.0
1148,West Virginia,12/31/2023,30197.0,37391.0
1149,West Virginia,12/31/2024,27357.0,33430.0
1150,Wisconsin,03/31/2019,7397.0,57600.0
1151,Wisconsin,03/31/2020,7555.0,57713.0
1152,Wisconsin,03/31/2021,7911.0,66824.0
1153,Wisconsin,03/31/2022,7663.0,69009.0
1154,Wisconsin,03/31/2023,7506.0,69818.0
1155,Wisconsin,03/31/2024,7778.0,71388.0
1156,Wisconsin,06/30/2019,7534.0,58192.0
1157,Wisconsin,06/30/2020,7598.0,63343.0
1158,Wisconsin,06/30/2021,8185.0,68345.0
1159,Wisconsin,06/30/2022,7345.0,68740.0
1160,Wisconsin,06/30/2023,7489.0,70453.0
1161,Wisconsin,06/30/2024,7903.0,71903.0
1162,Wisconsin,09/30/2019,7664.0,58841.0
1163,Wisconsin,09/30/2020,7747.0,63983.0
1164,Wisconsin,09/30/2021,8323.0,69233.0
1165,Wisconsin,09/30/2022,7315.0,70482.0
1166,Wisconsin,09/30/2023,7387.0,70599.0
1167,Wisconsin,09/30/2024,8305.0,73516.0
1168,Wisconsin,12/31/2019,7385.0,57229.0
1169,Wisconsin,12/31/2020,7829.0,64652.0
1170,Wisconsin,12/31/2021,8124.0,69394.0
1171,Wisconsin,12/31/2022,7434.0,70915.0
1172,Wisconsin,12/31/2023,7690.0,70735.0
1173,Wisconsin,12/31/2024,8179.0,73935.0
1174,Wyoming,03/31/2019,704.0,6277.0
1175,Wyoming,03/31/2020,787.0,6928.0
1176,Wyoming,03/31/2021,851.0,8743.0
1177,Wyoming,03/31/2022,711.0,8660.0
1178,Wyoming,03/31/2023,559.0,7041.0
1179,Wyoming,03/31/2024,590.0,7244.0
1180,Wyoming,06/30/2019,725.0,6328.0
1181,Wyoming,06/30/2020,837.0,7801.0
1182,Wyoming,06/30/2021,900.0,8771.0
1183,Wyoming,06/30/2022,653.0,8544.0
1184,Wyoming,06/30/2023,541.0,6900.0
1185,Wyoming,06/30/2024,603.0,7171.0
1186,Wyoming,09/30/2019,762.0,6682.0
1187,Wyoming,09/30/2020,853.0,8095.0
1188,Wyoming,09/30/2021,915.0,9169.0
1189,Wyoming,09/30/2022,614.0,8513.0
1190,Wyoming,09/30/2023,519.0,7006.0
1191,Wyoming,09/30/2024,661.0,7233.0
1192,Wyoming,12/31/2019,771.0,6882.0
1193,Wyoming,12/31/2020,854.0,8258.0
1194,Wyoming,12/31/2021,859.0,9096.0
1195,Wyoming,12/31/2022,518.0,7080.0
1196,Wyoming,12/31/2023,581.0,7203.0
1197,Wyoming,12/31/2024,624.0,7370.0
